method,method_label,candidate_budget,metric,equal_direction_group_macro_mean,group_clustered_bootstrap_ci95_low,group_clustered_bootstrap_ci95_high,n_query_groups,cluster_semantics
countergan_one_shot,CounterGAN one-shot,1024,sparsity,0.3702666498698245,0.34868622711430247,0.39225997574955906,200,unique factual feature group
countergan_one_shot,CounterGAN one-shot,1024,group_sparsity,0.3702666498698245,0.35016141765348113,0.3873437946166121,200,unique factual feature group
countergan_one_shot,CounterGAN one-shot,1024,diversity,0.02855798443114119,0.025585693327898514,0.030478966329246758,200,unique factual feature group
countergan_one_shot,CounterGAN one-shot,1024,plausibility,0.38654717294672025,0.3746907751457763,0.39846098960680487,200,unique factual feature group
countergan_one_shot,CounterGAN one-shot,1024,plausibility_distance,0.38654717294672025,0.3752505681541343,0.39861019420834154,200,unique factual feature group
countergan_one_shot,CounterGAN one-shot,1024,plausibility_inlier_rate,0.30392479213907786,0.23819959372637942,0.3781424319727891,200,unique factual feature group
countergan_one_shot,CounterGAN one-shot,1024,target_data_support,0.5531360544217687,0.5363411281179138,0.5709147817460317,200,unique factual feature group
countergan_one_shot,CounterGAN one-shot,1024,local_surrogate_fidelity,0.9431999056711701,0.9332415624233151,0.9519456274621505,200,unique factual feature group
countergan_one_shot,CounterGAN one-shot,1024,fidelity,0.9431999056711701,0.9366831111895767,0.9515049681321233,200,unique factual feature group
countergan_one_shot,CounterGAN one-shot,1024,changed_set_dice,0.996052829280508,0.9943732416803649,0.9971728509865,200,unique factual feature group
countergan_one_shot,CounterGAN one-shot,1024,constraint_validity,1.0,1.0,1.0,200,unique factual feature group
countergan_one_shot,CounterGAN one-shot,1024,mean_target_logit_margin,0.8586861123641332,0.7881386446065846,0.9465695306658745,200,unique factual feature group
countergan_one_shot,CounterGAN one-shot,1024,generation_time_to_k_or_cap_seconds,0.027666954729957068,0.02648935955418563,0.029270920745686907,200,unique factual feature group
countergan_one_shot,CounterGAN one-shot,1024,candidate_evaluations,1024.0,1024.0,1024.0,200,unique factual feature group
countergan_one_shot,CounterGAN one-shot,1024,rounds_used,1.0,1.0,1.0,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,128,valid_cfe_yield_at_k,0.44600000000000006,0.3992375,0.4788125,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,128,coverage_at_1,0.7649999999999999,0.712375,0.8049999999999999,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,128,full_k_success,0.13,0.09,0.175,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,128,robust_completeness_at_k,0.44450000000000006,0.3990875,0.485025,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,128,robust_full_k_success,0.125,0.082375,0.165,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,128,proximity,0.1344556187935135,0.1293479939500149,0.13996076755007653,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,128,sparsity,0.4678427580313696,0.4517552096139661,0.4859229590318948,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,128,group_sparsity,0.4678427580313696,0.4476447781868214,0.4872661338855042,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,128,diversity,0.05422306093026639,0.05077348369151264,0.05739371702311843,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,128,plausibility,0.37685905765626404,0.3623610865530352,0.388720542168511,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,128,plausibility_distance,0.37685905765626404,0.36372448705035815,0.3877904246218331,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,128,plausibility_inlier_rate,0.33993911018222556,0.28512340945414316,0.3842089992623555,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,128,target_data_support,0.536367442559353,0.5227299756850532,0.5513363259159085,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,128,local_surrogate_fidelity,0.9287124514378358,0.9190293056298976,0.9380240372173795,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,128,fidelity,0.9287124514378358,0.9189328777959336,0.9391958616596132,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,128,changed_set_dice,0.9964954621746605,0.9957545682364988,0.9971982418544327,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,128,constraint_validity,1.0,1.0,1.0,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,128,mean_target_logit_margin,0.704393001220056,0.6408965661845422,0.7609675399843674,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,128,generation_time_to_k_or_cap_seconds,0.018396156415014957,0.017999043904890415,0.01881980063478568,200,unique factual feature group
countergan_sparse_diverse_no_dp,CounterGAN non-DP + identical counted sparse-diverse search,128,candidate_evaluations,128.0,128.0,128.0,200,unique factual feature group
