round,candidates,candidates_cumulative,feasible_candidates,margin_valid_candidates,archive_size,round_elapsed_seconds,cumulative_elapsed_seconds,proposal_adapts_to_oracle,acceptance_denominator_kind,query_id,method,method_seed,run_seed,robustness_seed,generator_training_seed,candidate_budget,direction,optimization_steps,gradient_restarts,final_unique_candidate_pool,backward_steps
1,512,512,16,16,1,0.11208654699839826,0.11208654699839826,True,final restart pool only,89,dice_gradient_style,11,94126062,101126062,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,512,512,16,16,1,0.1007998699988093,0.1007998699988093,True,final restart pool only,89,wachter_style,11,94126062,101126062,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,64,64,64,4,4,0.043826998999065836,0.043826998999065836,False,all independently sampled candidates,90,uniform_random,11,95126065,102126065,,512,disease_to_no_disease,,,,
2,64,128,64,8,12,0.04436823700052628,0.08819523599959211,False,all independently sampled candidates,90,uniform_random,11,95126065,102126065,,512,disease_to_no_disease,,,,
3,64,192,64,18,30,0.04585787799987884,0.13405311399947095,False,all independently sampled candidates,90,uniform_random,11,95126065,102126065,,512,disease_to_no_disease,,,,
4,64,256,64,18,48,0.04534219900051539,0.17939531299998634,False,all independently sampled candidates,90,uniform_random,11,95126065,102126065,,512,disease_to_no_disease,,,,
5,64,320,64,17,65,0.047744829000293976,0.22714014200028032,False,all independently sampled candidates,90,uniform_random,11,95126065,102126065,,512,disease_to_no_disease,,,,
6,64,384,64,22,87,0.053364292998594465,0.2805044349988748,False,all independently sampled candidates,90,uniform_random,11,95126065,102126065,,512,disease_to_no_disease,,,,
7,64,448,64,26,113,0.04667898499974399,0.3271834199986188,False,all independently sampled candidates,90,uniform_random,11,95126065,102126065,,512,disease_to_no_disease,,,,
8,64,512,64,29,142,0.04542571999991196,0.37260913999853074,False,all independently sampled candidates,90,uniform_random,11,95126065,102126065,,512,disease_to_no_disease,,,,
1,64,64,64,4,4,0.04134018099830428,0.04134018099830428,True,all genetic population candidates,90,genetic_cfe,11,95126065,102126065,,512,disease_to_no_disease,,,,
2,64,128,64,16,19,0.04369529900031921,0.08503547999862349,True,all genetic population candidates,90,genetic_cfe,11,95126065,102126065,,512,disease_to_no_disease,,,,
3,64,192,64,39,56,0.044830254000771674,0.12986573399939516,True,all genetic population candidates,90,genetic_cfe,11,95126065,102126065,,512,disease_to_no_disease,,,,
4,64,256,64,50,102,0.047639054000683245,0.1775047880000784,True,all genetic population candidates,90,genetic_cfe,11,95126065,102126065,,512,disease_to_no_disease,,,,
5,64,320,64,55,153,0.04927515599956678,0.22677994399964518,True,all genetic population candidates,90,genetic_cfe,11,95126065,102126065,,512,disease_to_no_disease,,,,
6,64,384,64,58,205,0.0541653669988591,0.2809453109985043,True,all genetic population candidates,90,genetic_cfe,11,95126065,102126065,,512,disease_to_no_disease,,,,
7,64,448,64,58,261,0.055039038001268636,0.3359843489997729,True,all genetic population candidates,90,genetic_cfe,11,95126065,102126065,,512,disease_to_no_disease,,,,
8,64,512,64,60,317,0.05964931000016804,0.39563365899994096,True,all genetic population candidates,90,genetic_cfe,11,95126065,102126065,,512,disease_to_no_disease,,,,
1,512,512,16,16,1,0.11305249100041692,0.11305249100041692,True,final restart pool only,90,dice_gradient_style,11,95126065,102126065,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,512,512,16,16,1,0.09849010499965516,0.09849010499965516,True,final restart pool only,90,wachter_style,11,95126065,102126065,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,64,64,64,9,9,0.04447146500024246,0.04447146500024246,False,all independently sampled candidates,91,uniform_random,11,96126068,103126068,,512,disease_to_no_disease,,,,
2,64,128,64,7,16,0.043588405000264174,0.08805987000050663,False,all independently sampled candidates,91,uniform_random,11,96126068,103126068,,512,disease_to_no_disease,,,,
3,64,192,64,12,28,0.044024042999808444,0.13208391300031508,False,all independently sampled candidates,91,uniform_random,11,96126068,103126068,,512,disease_to_no_disease,,,,
4,64,256,64,20,48,0.04391874900102266,0.17600266200133774,False,all independently sampled candidates,91,uniform_random,11,96126068,103126068,,512,disease_to_no_disease,,,,
5,64,320,64,15,63,0.043692929999451735,0.21969559200078947,False,all independently sampled candidates,91,uniform_random,11,96126068,103126068,,512,disease_to_no_disease,,,,
6,64,384,64,17,80,0.04555737900045642,0.2652529710012459,False,all independently sampled candidates,91,uniform_random,11,96126068,103126068,,512,disease_to_no_disease,,,,
7,64,448,64,18,98,0.04683998799919209,0.312092959000438,False,all independently sampled candidates,91,uniform_random,11,96126068,103126068,,512,disease_to_no_disease,,,,
8,64,512,64,18,116,0.0452432130005036,0.3573361720009416,False,all independently sampled candidates,91,uniform_random,11,96126068,103126068,,512,disease_to_no_disease,,,,
1,64,64,64,9,9,0.044326825000098324,0.044326825000098324,True,all genetic population candidates,91,genetic_cfe,11,96126068,103126068,,512,disease_to_no_disease,,,,
2,64,128,64,21,29,0.0448390660003497,0.08916589100044803,True,all genetic population candidates,91,genetic_cfe,11,96126068,103126068,,512,disease_to_no_disease,,,,
3,64,192,64,49,72,0.04648890699900221,0.13565479799945024,True,all genetic population candidates,91,genetic_cfe,11,96126068,103126068,,512,disease_to_no_disease,,,,
4,64,256,64,56,126,0.05091053000069223,0.18656532800014247,True,all genetic population candidates,91,genetic_cfe,11,96126068,103126068,,512,disease_to_no_disease,,,,
5,64,320,64,55,176,0.052255243999752565,0.23882057199989504,True,all genetic population candidates,91,genetic_cfe,11,96126068,103126068,,512,disease_to_no_disease,,,,
6,64,384,64,57,230,0.055917679999765824,0.29473825199966086,True,all genetic population candidates,91,genetic_cfe,11,96126068,103126068,,512,disease_to_no_disease,,,,
7,64,448,64,54,277,0.05643114700069418,0.35116939900035504,True,all genetic population candidates,91,genetic_cfe,11,96126068,103126068,,512,disease_to_no_disease,,,,
8,64,512,64,61,334,0.05890137899950787,0.4100707779998629,True,all genetic population candidates,91,genetic_cfe,11,96126068,103126068,,512,disease_to_no_disease,,,,
1,512,512,16,16,1,0.11016174699943804,0.11016174699943804,True,final restart pool only,91,dice_gradient_style,11,96126068,103126068,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,512,512,16,16,1,0.10395055200024217,0.10395055200024217,True,final restart pool only,91,wachter_style,11,96126068,103126068,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,64,64,64,9,9,0.042032981999000185,0.042032981999000185,False,all independently sampled candidates,92,uniform_random,11,97126071,104126071,,512,disease_to_no_disease,,,,
2,64,128,64,17,26,0.04282419999981357,0.08485718199881376,False,all independently sampled candidates,92,uniform_random,11,97126071,104126071,,512,disease_to_no_disease,,,,
3,64,192,64,17,43,0.0441964760011615,0.12905365799997526,False,all independently sampled candidates,92,uniform_random,11,97126071,104126071,,512,disease_to_no_disease,,,,
4,64,256,64,12,55,0.04526235899902531,0.17431601699900057,False,all independently sampled candidates,92,uniform_random,11,97126071,104126071,,512,disease_to_no_disease,,,,
5,64,320,64,22,77,0.04704771000069741,0.22136372699969797,False,all independently sampled candidates,92,uniform_random,11,97126071,104126071,,512,disease_to_no_disease,,,,
6,64,384,64,18,95,0.043756736999057466,0.26512046399875544,False,all independently sampled candidates,92,uniform_random,11,97126071,104126071,,512,disease_to_no_disease,,,,
7,64,448,64,28,123,0.04529423100029817,0.3104146949990536,False,all independently sampled candidates,92,uniform_random,11,97126071,104126071,,512,disease_to_no_disease,,,,
8,64,512,64,25,148,0.04562261200044304,0.35603730699949665,False,all independently sampled candidates,92,uniform_random,11,97126071,104126071,,512,disease_to_no_disease,,,,
1,64,64,64,9,9,0.04291027599902009,0.04291027599902009,True,all genetic population candidates,92,genetic_cfe,11,97126071,104126071,,512,disease_to_no_disease,,,,
2,64,128,64,18,26,0.04464899200138461,0.0875592680004047,True,all genetic population candidates,92,genetic_cfe,11,97126071,104126071,,512,disease_to_no_disease,,,,
3,64,192,64,36,61,0.046266490999187226,0.13382575899959193,True,all genetic population candidates,92,genetic_cfe,11,97126071,104126071,,512,disease_to_no_disease,,,,
4,64,256,64,44,105,0.04718011099976138,0.1810058699993533,True,all genetic population candidates,92,genetic_cfe,11,97126071,104126071,,512,disease_to_no_disease,,,,
5,64,320,64,53,156,0.051087241001368966,0.23209311100072227,True,all genetic population candidates,92,genetic_cfe,11,97126071,104126071,,512,disease_to_no_disease,,,,
6,64,384,64,57,211,0.051539286998377065,0.28363239799909934,True,all genetic population candidates,92,genetic_cfe,11,97126071,104126071,,512,disease_to_no_disease,,,,
7,64,448,64,54,264,0.05302117800056294,0.3366535759996623,True,all genetic population candidates,92,genetic_cfe,11,97126071,104126071,,512,disease_to_no_disease,,,,
8,64,512,64,50,309,0.05484783000065363,0.3915014060003159,True,all genetic population candidates,92,genetic_cfe,11,97126071,104126071,,512,disease_to_no_disease,,,,
1,512,512,16,16,1,0.1132440380006301,0.1132440380006301,True,final restart pool only,92,dice_gradient_style,11,97126071,104126071,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,512,512,16,16,1,0.1049646980009129,0.1049646980009129,True,final restart pool only,92,wachter_style,11,97126071,104126071,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,64,64,64,10,10,0.04290548299832153,0.04290548299832153,False,all independently sampled candidates,93,uniform_random,11,98126074,105126074,,512,disease_to_no_disease,,,,
2,64,128,64,21,31,0.04256759000054444,0.08547307299886597,False,all independently sampled candidates,93,uniform_random,11,98126074,105126074,,512,disease_to_no_disease,,,,
3,64,192,64,19,50,0.04440924300070037,0.12988231599956634,False,all independently sampled candidates,93,uniform_random,11,98126074,105126074,,512,disease_to_no_disease,,,,
4,64,256,64,18,68,0.04302631999962614,0.17290863599919248,False,all independently sampled candidates,93,uniform_random,11,98126074,105126074,,512,disease_to_no_disease,,,,
5,64,320,64,23,91,0.04287656300039089,0.21578519899958337,False,all independently sampled candidates,93,uniform_random,11,98126074,105126074,,512,disease_to_no_disease,,,,
6,64,384,64,29,120,0.047249090999684995,0.26303428999926837,False,all independently sampled candidates,93,uniform_random,11,98126074,105126074,,512,disease_to_no_disease,,,,
7,64,448,64,22,142,0.04570471000079124,0.3087390000000596,False,all independently sampled candidates,93,uniform_random,11,98126074,105126074,,512,disease_to_no_disease,,,,
8,64,512,64,23,165,0.04528282299907005,0.35402182299912965,False,all independently sampled candidates,93,uniform_random,11,98126074,105126074,,512,disease_to_no_disease,,,,
1,64,64,64,10,10,0.043447909998576506,0.043447909998576506,True,all genetic population candidates,93,genetic_cfe,11,98126074,105126074,,512,disease_to_no_disease,,,,
2,64,128,64,29,37,0.04619413600084954,0.08964204599942605,True,all genetic population candidates,93,genetic_cfe,11,98126074,105126074,,512,disease_to_no_disease,,,,
3,64,192,64,48,85,0.05368393100070534,0.1433259770001314,True,all genetic population candidates,93,genetic_cfe,11,98126074,105126074,,512,disease_to_no_disease,,,,
4,64,256,64,55,137,0.059627306000038516,0.2029532830001699,True,all genetic population candidates,93,genetic_cfe,11,98126074,105126074,,512,disease_to_no_disease,,,,
5,64,320,64,57,192,0.06335147099889582,0.2663047539990657,True,all genetic population candidates,93,genetic_cfe,11,98126074,105126074,,512,disease_to_no_disease,,,,
6,64,384,64,57,245,0.0662404280010378,0.3325451820001035,True,all genetic population candidates,93,genetic_cfe,11,98126074,105126074,,512,disease_to_no_disease,,,,
7,64,448,64,59,299,0.06814923199999612,0.40069441400009964,True,all genetic population candidates,93,genetic_cfe,11,98126074,105126074,,512,disease_to_no_disease,,,,
8,64,512,64,56,349,0.06657531699966057,0.4672697309997602,True,all genetic population candidates,93,genetic_cfe,11,98126074,105126074,,512,disease_to_no_disease,,,,
1,512,512,16,16,1,0.10842736700033129,0.10842736700033129,True,final restart pool only,93,dice_gradient_style,11,98126074,105126074,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,512,512,16,16,1,0.10137783199934347,0.10137783199934347,True,final restart pool only,93,wachter_style,11,98126074,105126074,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,64,64,64,6,6,0.041894920001141145,0.041894920001141145,False,all independently sampled candidates,94,uniform_random,11,99126077,106126077,,512,disease_to_no_disease,,,,
2,64,128,64,11,17,0.04145658800007368,0.08335150800121482,False,all independently sampled candidates,94,uniform_random,11,99126077,106126077,,512,disease_to_no_disease,,,,
3,64,192,64,19,36,0.04301068799941277,0.1263621960006276,False,all independently sampled candidates,94,uniform_random,11,99126077,106126077,,512,disease_to_no_disease,,,,
4,64,256,64,12,48,0.042873790000157896,0.1692359860007855,False,all independently sampled candidates,94,uniform_random,11,99126077,106126077,,512,disease_to_no_disease,,,,
5,64,320,64,17,65,0.0425698069993814,0.2118057930001669,False,all independently sampled candidates,94,uniform_random,11,99126077,106126077,,512,disease_to_no_disease,,,,
6,64,384,64,13,78,0.04353928599994106,0.25534507900010794,False,all independently sampled candidates,94,uniform_random,11,99126077,106126077,,512,disease_to_no_disease,,,,
7,64,448,64,19,97,0.04443030200127396,0.2997753810013819,False,all independently sampled candidates,94,uniform_random,11,99126077,106126077,,512,disease_to_no_disease,,,,
8,64,512,64,26,123,0.04648064099819749,0.3462560219995794,False,all independently sampled candidates,94,uniform_random,11,99126077,106126077,,512,disease_to_no_disease,,,,
1,64,64,64,6,6,0.044905578999532736,0.044905578999532736,True,all genetic population candidates,94,genetic_cfe,11,99126077,106126077,,512,disease_to_no_disease,,,,
2,64,128,64,21,26,0.042784097999174264,0.087689676998707,True,all genetic population candidates,94,genetic_cfe,11,99126077,106126077,,512,disease_to_no_disease,,,,
3,64,192,64,39,63,0.04331233000084467,0.13100200699955167,True,all genetic population candidates,94,genetic_cfe,11,99126077,106126077,,512,disease_to_no_disease,,,,
4,64,256,64,52,114,0.045390190000034636,0.1763921969995863,True,all genetic population candidates,94,genetic_cfe,11,99126077,106126077,,512,disease_to_no_disease,,,,
5,64,320,64,59,170,0.05047420300070371,0.22686640000029,True,all genetic population candidates,94,genetic_cfe,11,99126077,106126077,,512,disease_to_no_disease,,,,
6,64,384,64,56,224,0.052127176999420044,0.27899357699971006,True,all genetic population candidates,94,genetic_cfe,11,99126077,106126077,,512,disease_to_no_disease,,,,
7,64,448,64,57,279,0.05424007200053893,0.333233649000249,True,all genetic population candidates,94,genetic_cfe,11,99126077,106126077,,512,disease_to_no_disease,,,,
8,64,512,64,55,334,0.0568427279995376,0.3900763769997866,True,all genetic population candidates,94,genetic_cfe,11,99126077,106126077,,512,disease_to_no_disease,,,,
1,512,512,16,16,1,0.10653730899866787,0.10653730899866787,True,final restart pool only,94,dice_gradient_style,11,99126077,106126077,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,512,512,16,16,1,0.10537650300102541,0.10537650300102541,True,final restart pool only,94,wachter_style,11,99126077,106126077,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,64,64,64,7,7,0.044419632000426645,0.044419632000426645,False,all independently sampled candidates,95,uniform_random,11,100126080,107126080,,512,disease_to_no_disease,,,,
2,64,128,64,14,21,0.04356986199854873,0.08798949399897538,False,all independently sampled candidates,95,uniform_random,11,100126080,107126080,,512,disease_to_no_disease,,,,
3,64,192,64,18,39,0.06684069900074974,0.1548301929997251,False,all independently sampled candidates,95,uniform_random,11,100126080,107126080,,512,disease_to_no_disease,,,,
4,64,256,64,20,59,0.050606025999513804,0.20543621899923892,False,all independently sampled candidates,95,uniform_random,11,100126080,107126080,,512,disease_to_no_disease,,,,
5,64,320,64,23,82,0.04492475799997919,0.2503609769992181,False,all independently sampled candidates,95,uniform_random,11,100126080,107126080,,512,disease_to_no_disease,,,,
6,64,384,64,21,103,0.044756586001312826,0.29511756300053094,False,all independently sampled candidates,95,uniform_random,11,100126080,107126080,,512,disease_to_no_disease,,,,
7,64,448,64,28,131,0.04565931999968598,0.3407768830002169,False,all independently sampled candidates,95,uniform_random,11,100126080,107126080,,512,disease_to_no_disease,,,,
8,64,512,64,27,158,0.047256624999135965,0.3880335079993529,False,all independently sampled candidates,95,uniform_random,11,100126080,107126080,,512,disease_to_no_disease,,,,
1,64,64,64,7,7,0.051505482999345986,0.051505482999345986,True,all genetic population candidates,95,genetic_cfe,11,100126080,107126080,,512,disease_to_no_disease,,,,
2,64,128,64,23,29,0.05223216700142075,0.10373765000076673,True,all genetic population candidates,95,genetic_cfe,11,100126080,107126080,,512,disease_to_no_disease,,,,
3,64,192,64,43,72,0.05528298099852691,0.15902063099929364,True,all genetic population candidates,95,genetic_cfe,11,100126080,107126080,,512,disease_to_no_disease,,,,
4,64,256,64,54,124,0.04805882400069095,0.2070794549999846,True,all genetic population candidates,95,genetic_cfe,11,100126080,107126080,,512,disease_to_no_disease,,,,
5,64,320,64,54,176,0.048878855999646476,0.25595831099963107,True,all genetic population candidates,95,genetic_cfe,11,100126080,107126080,,512,disease_to_no_disease,,,,
6,64,384,64,48,221,0.052779789999476634,0.3087381009991077,True,all genetic population candidates,95,genetic_cfe,11,100126080,107126080,,512,disease_to_no_disease,,,,
7,64,448,64,54,273,0.05629023000074085,0.36502833099984855,True,all genetic population candidates,95,genetic_cfe,11,100126080,107126080,,512,disease_to_no_disease,,,,
8,64,512,64,54,327,0.06020051400082593,0.4252288450006745,True,all genetic population candidates,95,genetic_cfe,11,100126080,107126080,,512,disease_to_no_disease,,,,
1,512,512,16,16,1,0.11191011299888487,0.11191011299888487,True,final restart pool only,95,dice_gradient_style,11,100126080,107126080,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,512,512,16,16,1,0.10115750200020557,0.10115750200020557,True,final restart pool only,95,wachter_style,11,100126080,107126080,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,64,64,64,9,9,0.041773787001147866,0.041773787001147866,False,all independently sampled candidates,96,uniform_random,11,101126083,108126083,,512,disease_to_no_disease,,,,
2,64,128,64,11,20,0.043463635998705286,0.08523742299985315,False,all independently sampled candidates,96,uniform_random,11,101126083,108126083,,512,disease_to_no_disease,,,,
3,64,192,64,15,35,0.04801898900041124,0.1332564120002644,False,all independently sampled candidates,96,uniform_random,11,101126083,108126083,,512,disease_to_no_disease,,,,
4,64,256,64,16,51,0.04666891300075804,0.17992532500102243,False,all independently sampled candidates,96,uniform_random,11,101126083,108126083,,512,disease_to_no_disease,,,,
5,64,320,64,21,72,0.04597574099898338,0.2259010660000058,False,all independently sampled candidates,96,uniform_random,11,101126083,108126083,,512,disease_to_no_disease,,,,
6,64,384,64,25,97,0.04524780600149825,0.27114887200150406,False,all independently sampled candidates,96,uniform_random,11,101126083,108126083,,512,disease_to_no_disease,,,,
7,64,448,63,27,124,0.045094010998582235,0.3162428830000863,False,all independently sampled candidates,96,uniform_random,11,101126083,108126083,,512,disease_to_no_disease,,,,
8,64,512,64,26,150,0.04522375600026862,0.3614666390003549,False,all independently sampled candidates,96,uniform_random,11,101126083,108126083,,512,disease_to_no_disease,,,,
1,64,64,64,9,9,0.04316577200006577,0.04316577200006577,True,all genetic population candidates,96,genetic_cfe,11,101126083,108126083,,512,disease_to_no_disease,,,,
2,64,128,64,29,38,0.04211162899991905,0.08527740099998482,True,all genetic population candidates,96,genetic_cfe,11,101126083,108126083,,512,disease_to_no_disease,,,,
3,64,192,64,36,71,0.04476468499888142,0.13004208599886624,True,all genetic population candidates,96,genetic_cfe,11,101126083,108126083,,512,disease_to_no_disease,,,,
4,64,256,64,56,122,0.046468765000099665,0.1765108509989659,True,all genetic population candidates,96,genetic_cfe,11,101126083,108126083,,512,disease_to_no_disease,,,,
5,64,320,64,49,168,0.047756762000062736,0.22426761299902864,True,all genetic population candidates,96,genetic_cfe,11,101126083,108126083,,512,disease_to_no_disease,,,,
6,64,384,64,56,221,0.05246484800045437,0.276732460999483,True,all genetic population candidates,96,genetic_cfe,11,101126083,108126083,,512,disease_to_no_disease,,,,
7,64,448,64,55,274,0.055884887999127386,0.3326173489986104,True,all genetic population candidates,96,genetic_cfe,11,101126083,108126083,,512,disease_to_no_disease,,,,
8,64,512,64,57,325,0.05833813600111171,0.3909554849997221,True,all genetic population candidates,96,genetic_cfe,11,101126083,108126083,,512,disease_to_no_disease,,,,
1,512,512,16,16,1,0.11402460399949632,0.11402460399949632,True,final restart pool only,96,dice_gradient_style,11,101126083,108126083,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,512,512,16,16,1,0.1046057439998549,0.1046057439998549,True,final restart pool only,96,wachter_style,11,101126083,108126083,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,64,64,64,14,14,0.04476241500015021,0.04476241500015021,False,all independently sampled candidates,97,uniform_random,11,102126086,109126086,,512,disease_to_no_disease,,,,
2,64,128,64,18,32,0.04507922300035716,0.08984163800050737,False,all independently sampled candidates,97,uniform_random,11,102126086,109126086,,512,disease_to_no_disease,,,,
3,64,192,64,20,52,0.0424070169992774,0.13224865499978478,False,all independently sampled candidates,97,uniform_random,11,102126086,109126086,,512,disease_to_no_disease,,,,
4,64,256,64,24,76,0.04575674199986679,0.17800539699965157,False,all independently sampled candidates,97,uniform_random,11,102126086,109126086,,512,disease_to_no_disease,,,,
5,64,320,64,31,107,0.04585862000021734,0.2238640169998689,False,all independently sampled candidates,97,uniform_random,11,102126086,109126086,,512,disease_to_no_disease,,,,
6,64,384,64,30,137,0.04597018700042099,0.2698342040002899,False,all independently sampled candidates,97,uniform_random,11,102126086,109126086,,512,disease_to_no_disease,,,,
7,64,448,64,26,163,0.045131818998925155,0.31496602299921506,False,all independently sampled candidates,97,uniform_random,11,102126086,109126086,,512,disease_to_no_disease,,,,
8,64,512,64,29,192,0.0464854000001651,0.36145142299938016,False,all independently sampled candidates,97,uniform_random,11,102126086,109126086,,512,disease_to_no_disease,,,,
1,64,64,64,14,14,0.04424528299932717,0.04424528299932717,True,all genetic population candidates,97,genetic_cfe,11,102126086,109126086,,512,disease_to_no_disease,,,,
2,64,128,64,38,51,0.04464412800007267,0.08888941099939984,True,all genetic population candidates,97,genetic_cfe,11,102126086,109126086,,512,disease_to_no_disease,,,,
3,64,192,64,54,100,0.04815645900089294,0.13704587000029278,True,all genetic population candidates,97,genetic_cfe,11,102126086,109126086,,512,disease_to_no_disease,,,,
4,64,256,64,56,153,0.050097769000785775,0.18714363900107855,True,all genetic population candidates,97,genetic_cfe,11,102126086,109126086,,512,disease_to_no_disease,,,,
5,64,320,64,59,204,0.0563451919988438,0.24348883099992236,True,all genetic population candidates,97,genetic_cfe,11,102126086,109126086,,512,disease_to_no_disease,,,,
6,64,384,64,58,257,0.061630686999706086,0.30511951799962844,True,all genetic population candidates,97,genetic_cfe,11,102126086,109126086,,512,disease_to_no_disease,,,,
7,64,448,64,60,311,0.06729116499991505,0.3724106829995435,True,all genetic population candidates,97,genetic_cfe,11,102126086,109126086,,512,disease_to_no_disease,,,,
8,64,512,64,55,362,0.0629214510008751,0.4353321340004186,True,all genetic population candidates,97,genetic_cfe,11,102126086,109126086,,512,disease_to_no_disease,,,,
1,512,512,16,16,1,0.11680745800003933,0.11680745800003933,True,final restart pool only,97,dice_gradient_style,11,102126086,109126086,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,512,512,16,16,1,0.10717957800079603,0.10717957800079603,True,final restart pool only,97,wachter_style,11,102126086,109126086,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,64,64,64,1,1,0.04351125500033959,0.04351125500033959,False,all independently sampled candidates,98,uniform_random,11,103126089,110126089,,512,disease_to_no_disease,,,,
2,64,128,64,5,6,0.04297600099926058,0.08648725599960017,False,all independently sampled candidates,98,uniform_random,11,103126089,110126089,,512,disease_to_no_disease,,,,
3,64,192,64,17,23,0.04420855200078222,0.13069580800038239,False,all independently sampled candidates,98,uniform_random,11,103126089,110126089,,512,disease_to_no_disease,,,,
4,64,256,64,17,40,0.044578266999451444,0.17527407499983383,False,all independently sampled candidates,98,uniform_random,11,103126089,110126089,,512,disease_to_no_disease,,,,
5,64,320,64,18,58,0.04404674199940928,0.2193208169992431,False,all independently sampled candidates,98,uniform_random,11,103126089,110126089,,512,disease_to_no_disease,,,,
6,64,384,64,26,84,0.04722762100027467,0.2665484379995178,False,all independently sampled candidates,98,uniform_random,11,103126089,110126089,,512,disease_to_no_disease,,,,
7,64,448,64,22,106,0.04782347100081097,0.31437190900032874,False,all independently sampled candidates,98,uniform_random,11,103126089,110126089,,512,disease_to_no_disease,,,,
8,64,512,64,32,138,0.0487543569997797,0.36312626600010844,False,all independently sampled candidates,98,uniform_random,11,103126089,110126089,,512,disease_to_no_disease,,,,
1,64,64,64,1,1,0.04273850099889387,0.04273850099889387,True,all genetic population candidates,98,genetic_cfe,11,103126089,110126089,,512,disease_to_no_disease,,,,
2,64,128,64,3,4,0.04239208700164454,0.08513058800053841,True,all genetic population candidates,98,genetic_cfe,11,103126089,110126089,,512,disease_to_no_disease,,,,
3,64,192,64,14,18,0.045436623999194126,0.13056721199973254,True,all genetic population candidates,98,genetic_cfe,11,103126089,110126089,,512,disease_to_no_disease,,,,
4,64,256,64,33,49,0.04568834100064123,0.17625555300037377,True,all genetic population candidates,98,genetic_cfe,11,103126089,110126089,,512,disease_to_no_disease,,,,
5,64,320,64,42,91,0.045531177000157186,0.22178673000053095,True,all genetic population candidates,98,genetic_cfe,11,103126089,110126089,,512,disease_to_no_disease,,,,
6,64,384,64,53,143,0.04956611599845928,0.27135284599899023,True,all genetic population candidates,98,genetic_cfe,11,103126089,110126089,,512,disease_to_no_disease,,,,
7,64,448,64,62,203,0.05283041300026525,0.3241832589992555,True,all genetic population candidates,98,genetic_cfe,11,103126089,110126089,,512,disease_to_no_disease,,,,
8,64,512,64,59,257,0.05570417600029032,0.3798874349995458,True,all genetic population candidates,98,genetic_cfe,11,103126089,110126089,,512,disease_to_no_disease,,,,
1,512,512,16,16,1,0.1066030439997121,0.1066030439997121,True,final restart pool only,98,dice_gradient_style,11,103126089,110126089,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,512,512,16,16,1,0.10075090999998793,0.10075090999998793,True,final restart pool only,98,wachter_style,11,103126089,110126089,,512,disease_to_no_disease,31.0,16.0,16.0,31.0
1,64,64,64,18,18,0.04259187000025122,0.04259187000025122,False,all independently sampled candidates,99,uniform_random,11,104126092,111126092,,512,disease_to_no_disease,,,,
2,64,128,64,19,37,0.04390752499966766,0.08649939499991888,False,all independently sampled candidates,99,uniform_random,11,104126092,111126092,,512,disease_to_no_disease,,,,
3,64,192,64,29,66,0.04508705099942745,0.13158644599934632,False,all independently sampled candidates,99,uniform_random,11,104126092,111126092,,512,disease_to_no_disease,,,,
4,64,256,64,23,89,0.04347180100012338,0.1750582469994697,False,all independently sampled candidates,99,uniform_random,11,104126092,111126092,,512,disease_to_no_disease,,,,
5,64,320,64,30,119,0.04566911800066009,0.2207273650001298,False,all independently sampled candidates,99,uniform_random,11,104126092,111126092,,512,disease_to_no_disease,,,,
6,64,384,64,30,149,0.04824964299950807,0.26897700799963786,False,all independently sampled candidates,99,uniform_random,11,104126092,111126092,,512,disease_to_no_disease,,,,
7,64,448,64,34,183,0.04784871700030635,0.3168257249999442,False,all independently sampled candidates,99,uniform_random,11,104126092,111126092,,512,disease_to_no_disease,,,,
8,64,512,64,29,212,0.04684141399957298,0.3636671389995172,False,all independently sampled candidates,99,uniform_random,11,104126092,111126092,,512,disease_to_no_disease,,,,
1,64,64,64,18,18,0.042052167998917866,0.042052167998917866,True,all genetic population candidates,99,genetic_cfe,11,104126092,111126092,,512,disease_to_no_disease,,,,
2,64,128,64,36,53,0.04803276300117432,0.09008493100009218,True,all genetic population candidates,99,genetic_cfe,11,104126092,111126092,,512,disease_to_no_disease,,,,
3,64,192,64,45,95,0.050739316999170114,0.1408242479992623,True,all genetic population candidates,99,genetic_cfe,11,104126092,111126092,,512,disease_to_no_disease,,,,
4,64,256,64,51,144,0.053913957000986557,0.19473820500024885,True,all genetic population candidates,99,genetic_cfe,11,104126092,111126092,,512,disease_to_no_disease,,,,
