dataset,variant,attack,metric,mean,sd,ci95_low,ci95_high,attack_seeds
mimic,dp_eps2,single_draw_loss_threshold,evaluation_tpr_at_calibrated_threshold,0.308,0.1452078969386077,0.2234975,0.3989025,10
mimic,dp_eps2,single_draw_loss_threshold,evaluation_fpr_at_calibrated_threshold,0.3153,0.1470004157212564,0.2326974999999999,0.4039,10
mimic,dp_eps2,single_draw_loss_threshold,tpr_at_fpr_0.001,0.0019,0.0015951314818673,0.001,0.0029,10
mimic,dp_eps2,single_draw_loss_threshold,tpr_at_fpr_0.01,0.0104,0.0027968235951204,0.0086,0.0118999999999999,10
mimic,dp_eps2,single_draw_loss_threshold,tpr_at_fpr_0.05,0.0492,0.0079972217398016,0.0447974999999999,0.0539024999999999,10
mimic,dp_eps4,calibrated_gaussian_reconstruction_likelihood,evaluation_auc,0.503445,0.007895257212051,0.4988792399999999,0.50832996,10
mimic,dp_eps4,calibrated_gaussian_reconstruction_likelihood,evaluation_accuracy,0.4995,0.0088349055204657,0.4944,0.5050012500000001,10
mimic,dp_eps4,calibrated_gaussian_reconstruction_likelihood,evaluation_balanced_accuracy,0.4995,0.0088349055204657,0.4944987499999999,0.5046,10
mimic,dp_eps4,calibrated_gaussian_reconstruction_likelihood,evaluation_membership_advantage,-0.001,0.0176698110409314,-0.0111999999999999,0.0090999999999999,10
mimic,dp_eps4,calibrated_gaussian_reconstruction_likelihood,evaluation_tpr_at_calibrated_threshold,0.4658,0.1608973447747214,0.3805975,0.5677025000000001,10
mimic,dp_eps4,calibrated_gaussian_reconstruction_likelihood,evaluation_fpr_at_calibrated_threshold,0.4668,0.1542961078215808,0.383595,0.5653,10
mimic,dp_eps4,calibrated_gaussian_reconstruction_likelihood,tpr_at_fpr_0.001,0.0016,0.0011737877907772,0.0009,0.0023,10
mimic,dp_eps4,calibrated_gaussian_reconstruction_likelihood,tpr_at_fpr_0.01,0.0128,0.0023944379994757,0.0115,0.0143,10
mimic,dp_eps4,calibrated_gaussian_reconstruction_likelihood,tpr_at_fpr_0.05,0.0470999999999999,0.0063848779680324,0.0431975,0.0507,10
mimic,dp_eps4,multi_draw_mean_objective,evaluation_auc,0.4938410999999999,0.0088302756651319,0.48865806,0.4990692174999999,10
mimic,dp_eps4,multi_draw_mean_objective,evaluation_accuracy,0.4968999999999999,0.008500980335624,0.4921987499999999,0.5021999999999999,10
mimic,dp_eps4,multi_draw_mean_objective,evaluation_balanced_accuracy,0.4968999999999999,0.008500980335624,0.4921000000000001,0.50210125,10
mimic,dp_eps4,multi_draw_mean_objective,evaluation_membership_advantage,-0.0062,0.0170019606712481,-0.0155025,0.0042,10
mimic,dp_eps4,multi_draw_mean_objective,evaluation_tpr_at_calibrated_threshold,0.35,0.0540637483799346,0.3193975,0.3814025,10
mimic,dp_eps4,multi_draw_mean_objective,evaluation_fpr_at_calibrated_threshold,0.3562,0.0558386564626653,0.3235975,0.3904025,10
mimic,dp_eps4,multi_draw_mean_objective,tpr_at_fpr_0.001,0.0023,0.0016363916944844,0.0014,0.0033,10
mimic,dp_eps4,multi_draw_mean_objective,tpr_at_fpr_0.01,0.0131,0.0040124805295477,0.0108999999999999,0.0156,10
mimic,dp_eps4,multi_draw_mean_objective,tpr_at_fpr_0.05,0.0477999999999999,0.0094257330985151,0.0422999999999999,0.0534,10
mimic,dp_eps4,multi_draw_reconstruction,evaluation_auc,0.5051659999999999,0.0119337018844391,0.49846423,0.5123112124999999,10
mimic,dp_eps4,multi_draw_reconstruction,evaluation_accuracy,0.50105,0.0102264634921147,0.49515,0.5072000000000001,10
mimic,dp_eps4,multi_draw_reconstruction,evaluation_balanced_accuracy,0.50105,0.0102264634921147,0.4952,0.5072000000000001,10
mimic,dp_eps4,multi_draw_reconstruction,evaluation_membership_advantage,0.0020999999999999,0.0204529269842294,-0.0096,0.0139999999999999,10
mimic,dp_eps4,multi_draw_reconstruction,evaluation_tpr_at_calibrated_threshold,0.4349999999999999,0.2011356645539412,0.3302975,0.5698099999999999,10
mimic,dp_eps4,multi_draw_reconstruction,evaluation_fpr_at_calibrated_threshold,0.4329,0.1921292678265223,0.3346,0.5564,10
mimic,dp_eps4,multi_draw_reconstruction,tpr_at_fpr_0.001,0.001,0.0012472191289246,0.0003975,0.0018,10
mimic,dp_eps4,multi_draw_reconstruction,tpr_at_fpr_0.01,0.0083,0.003198958163736,0.0064,0.0101999999999999,10
mimic,dp_eps4,multi_draw_reconstruction,tpr_at_fpr_0.05,0.0528,0.0072234187043101,0.0486,0.057,10
mimic,dp_eps4,released_discriminator_score,evaluation_auc,0.4974481,0.0105995223000326,0.4912176,0.5036349525,10
mimic,dp_eps4,released_discriminator_score,evaluation_accuracy,0.49805,0.0072397437032597,0.4938,0.5023000000000001,10
mimic,dp_eps4,released_discriminator_score,evaluation_balanced_accuracy,0.49805,0.0072397437032597,0.49374875,0.5024,10
mimic,dp_eps4,released_discriminator_score,evaluation_membership_advantage,-0.0038999999999999,0.0144794874065194,-0.0120999999999999,0.0046,10
mimic,dp_eps4,released_discriminator_score,evaluation_tpr_at_calibrated_threshold,0.5317999999999999,0.1791044388059659,0.4288,0.6404025,10
mimic,dp_eps4,released_discriminator_score,evaluation_fpr_at_calibrated_threshold,0.5357000000000001,0.1839722503229464,0.4305,0.6461024999999999,10
mimic,dp_eps4,released_discriminator_score,tpr_at_fpr_0.001,0.0008,0.0009189365834726,0.0003,0.0013999999999999,10
mimic,dp_eps4,released_discriminator_score,tpr_at_fpr_0.01,0.0104,0.0048579831205964,0.0075,0.0132,10
mimic,dp_eps4,released_discriminator_score,tpr_at_fpr_0.05,0.0566,0.0129460418661458,0.0491,0.0645,10
mimic,dp_eps4,single_draw_loss_threshold,evaluation_auc,0.4991253500000001,0.0131058337774739,0.49144236875,0.5065144524999999,10
mimic,dp_eps4,single_draw_loss_threshold,evaluation_accuracy,0.49915,0.00805898394478,0.4942,0.50365,10
mimic,dp_eps4,single_draw_loss_threshold,evaluation_balanced_accuracy,0.49915,0.00805898394478,0.49435,0.50370125,10
mimic,dp_eps4,single_draw_loss_threshold,evaluation_membership_advantage,-0.0017,0.01611796788956,-0.0111999999999999,0.0073024999999999,10
mimic,dp_eps4,single_draw_loss_threshold,evaluation_tpr_at_calibrated_threshold,0.3197,0.1606660096805378,0.2291925,0.4166,10
mimic,dp_eps4,single_draw_loss_threshold,evaluation_fpr_at_calibrated_threshold,0.3213999999999999,0.1576960508206989,0.2327925,0.4165,10
mimic,dp_eps4,single_draw_loss_threshold,tpr_at_fpr_0.001,0.0019,0.001791957340762,0.0008,0.003,10
mimic,dp_eps4,single_draw_loss_threshold,tpr_at_fpr_0.01,0.0104,0.0026331223544175,0.0089,0.0118999999999999,10
mimic,dp_eps4,single_draw_loss_threshold,tpr_at_fpr_0.05,0.0482999999999999,0.0117194046113462,0.0418999999999999,0.0557,10
mimic,dp_eps8,calibrated_gaussian_reconstruction_likelihood,evaluation_auc,0.50474085,0.0113492308110628,0.4983544125000001,0.5118776525,10
mimic,dp_eps8,calibrated_gaussian_reconstruction_likelihood,evaluation_accuracy,0.50595,0.0108792616171012,0.49955,0.5125,10
mimic,dp_eps8,calibrated_gaussian_reconstruction_likelihood,evaluation_balanced_accuracy,0.50595,0.0108792616171012,0.4996499999999999,0.5121999999999999,10
mimic,dp_eps8,calibrated_gaussian_reconstruction_likelihood,evaluation_membership_advantage,0.0118999999999999,0.0217585232342025,-0.0006,0.0252,10
mimic,dp_eps8,calibrated_gaussian_reconstruction_likelihood,evaluation_tpr_at_calibrated_threshold,0.4306,0.1277960180217764,0.3449975,0.4914,10
mimic,dp_eps8,calibrated_gaussian_reconstruction_likelihood,evaluation_fpr_at_calibrated_threshold,0.4187,0.1280087236610588,0.3333975,0.4836025,10
mimic,dp_eps8,calibrated_gaussian_reconstruction_likelihood,tpr_at_fpr_0.001,0.0019,0.0011005049346146,0.0013,0.0026,10
mimic,dp_eps8,calibrated_gaussian_reconstruction_likelihood,tpr_at_fpr_0.01,0.0089,0.0048177911028926,0.0061,0.0117024999999999,10
mimic,dp_eps8,calibrated_gaussian_reconstruction_likelihood,tpr_at_fpr_0.05,0.0485,0.0094192474339631,0.0431999999999999,0.054,10
mimic,dp_eps8,multi_draw_mean_objective,evaluation_auc,0.4937162499999999,0.017139228141654,0.48333840375,0.503490205,10
mimic,dp_eps8,multi_draw_mean_objective,evaluation_accuracy,0.49775,0.0143725239413418,0.48925,0.5059499999999999,10
mimic,dp_eps8,multi_draw_mean_objective,evaluation_balanced_accuracy,0.49775,0.0143725239413418,0.4892987499999999,0.5057999999999999,10
mimic,dp_eps8,multi_draw_mean_objective,evaluation_membership_advantage,-0.0045,0.0287450478826836,-0.0219025,0.0120024999999999,10
mimic,dp_eps8,multi_draw_mean_objective,evaluation_tpr_at_calibrated_threshold,0.4338,0.1343947750307114,0.3671,0.5253025,10
mimic,dp_eps8,multi_draw_mean_objective,evaluation_fpr_at_calibrated_threshold,0.4383,0.1254264281915454,0.3746,0.5214000000000001,10
mimic,dp_eps8,multi_draw_mean_objective,tpr_at_fpr_0.001,0.0009,0.0008755950357709,0.0004,0.0014,10
mimic,dp_eps8,multi_draw_mean_objective,tpr_at_fpr_0.01,0.0069,0.003247221034122,0.0051999999999999,0.0089,10
mimic,dp_eps8,multi_draw_mean_objective,tpr_at_fpr_0.05,0.0457999999999999,0.0082165145354408,0.0411975,0.0507,10
mimic,dp_eps8,multi_draw_reconstruction,evaluation_auc,0.5098296,0.0114345923062919,0.503128585,0.5166986074999999,10
mimic,dp_eps8,multi_draw_reconstruction,evaluation_accuracy,0.5083,0.0107553604206357,0.5019500000000001,0.51445125,10
mimic,dp_eps8,multi_draw_reconstruction,evaluation_balanced_accuracy,0.5083,0.0107553604206357,0.5019499999999999,0.5145,10
