direction,method,method_family,cfe_logit,plaintext_logit_recomputed,he_logit,abs_logit_error,label_agreement
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,-0.1112592220306396,-0.11125913800122711,-0.11109113160190108,0.0001680063993260289,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,-0.1112592220306396,-0.11125913800122711,-0.11107115081834718,0.000187987182879934,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,-0.1112592220306396,-0.11125913800122711,-0.11108387729490068,0.00017526070632642443,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,-0.1112592220306396,-0.11125913800122711,-0.11112125323144911,0.00013788476977799613,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,-0.1113035976886749,-0.11130356928613339,-0.11094805725566476,0.0003555120304686299,True
disease_to_no_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,-0.1113252937793731,-0.11132522248385268,-0.11180117144411117,0.00047594896025848765,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,0.1113566309213638,0.11135665447074052,0.11226673635754651,0.0009100818868059968,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,0.1113722622394561,0.1113722915919214,0.11228325394099792,0.000910962349076519,True
disease_to_no_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,-0.1114106178283691,-0.11141044915200649,-0.11082882196158723,0.000581627190419251,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,-0.1114398539066314,-0.11143988794687604,-0.11155351294418792,0.00011362499731187858,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,0.1115071177482605,0.11150712236594391,0.11215043535263067,0.0006433129866867532,True
disease_to_no_disease,genetic_cfe,Baseline,-0.1115173995494842,-0.11151739704308583,-0.11181599396205688,0.00029859691897105023,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,-0.111623078584671,-0.11162303356023395,-0.1112415408600264,0.00038149270020755577,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,-0.1116272211074829,-0.11162721484926863,-0.11208178270508751,0.00045456785581887704,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,-0.1116511225700378,-0.11165118412318847,-0.11159952046364899,5.166365953948593e-05,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,-0.1116511225700378,-0.11165118412318847,-0.11161422199451701,3.696212867146387e-05,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,0.1116874814033508,0.11168747519021457,0.11261999471886085,0.0009325195286462723,True
no_disease_to_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,0.1117122843861579,0.11171219282927125,0.11234215144779018,0.0006299586185189304,True
disease_to_no_disease,proposed_countergan,Non-DP CounterGAN,-0.1117365062236785,-0.1117364739483564,-0.11152636556216128,0.00021010838619511807,True
disease_to_no_disease,dice_gradient_style,Baseline,-0.1117517054080963,-0.11175169733497536,-0.11138219840899234,0.00036949892598302225,True
disease_to_no_disease,wachter_style,Baseline,-0.1117517054080963,-0.11175169733497536,-0.11136706821208407,0.0003846291228912918,True
disease_to_no_disease,uniform_random,Baseline,-0.1117867827415466,-0.11178674339492578,-0.11172131859637605,6.542479854973471e-05,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,-0.1118007600307464,-0.11180074309685373,-0.11246803031856449,0.0006672872217107634,True
no_disease_to_disease,wachter_style,Baseline,0.1118093878030777,0.11180941029386234,0.11203384323298486,0.00022443293912252638,True
no_disease_to_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,0.1118206828832626,0.11182071838375818,0.11242020338118941,0.0005994849974312322,True
no_disease_to_disease,countergan_one_shot,Non-DP CounterGAN,0.1118533611297607,0.11185340916064741,0.11267237163139926,0.0008189624707518467,True
no_disease_to_disease,proposed_countergan,Non-DP CounterGAN,0.1118534058332443,0.11185340916064741,0.11267898745322939,0.0008255782925819799,True
disease_to_no_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,-0.1119288504123687,-0.11192882531216125,-0.11211178051914385,0.00018295520698259626,True
disease_to_no_disease,proposed_countergan,Non-DP CounterGAN,-0.1119498908519744,-0.11194988458577942,-0.11186361444487018,8.627014090924201e-05,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,-0.1119621098041534,-0.11196202340106387,-0.11266689658156841,0.0007048731805045366,True
disease_to_no_disease,genetic_cfe,Baseline,-0.1119664013385772,-0.11196626439805268,-0.11143222172448003,0.0005340426735726544,True
no_disease_to_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,0.1119733825325965,0.11197338830975626,0.11276034216290133,0.0007869538531450754,True
disease_to_no_disease,proposed_dp_eps16_sparse_diverse,DP-CounterGAN eps=16,-0.1119831502437591,-0.11198318997196838,-0.11219218794810253,0.00020899797613414817,True
disease_to_no_disease,proposed_dp_eps2_sparse_diverse,DP-CounterGAN eps=2,-0.1119831502437591,-0.11198318997196838,-0.11224297733759013,0.00025978736562175253,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,-0.1119831502437591,-0.11198318997196838,-0.11217240888590647,0.00018921891393809676,True
disease_to_no_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,-0.1119831502437591,-0.11198318997196838,-0.11221312070765033,0.0002299307356819491,True
no_disease_to_disease,proposed_dp_eps8_sparse_diverse,DP-CounterGAN eps=8,0.1119850426912307,0.11198501681597664,0.11361422606139458,0.0016292092454179424,True
disease_to_no_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,-0.1120855212211608,-0.11208546523317725,-0.11213308563608736,4.7620402910106274e-05,True
no_disease_to_disease,countergan_sparse_diverse_no_dp,Non-DP CounterGAN,0.1121112927794456,0.11211137178603976,0.11292819426330107,0.0008168224772613086,True
no_disease_to_disease,proposed_dp_eps4_sparse_diverse,DP-CounterGAN eps=4,0.1121112927794456,0.11211137178603976,0.11289035007980745,0.0007789782937676903,True
